Fecha_Hora,Tipo_Mensaje,ID_Nodo,Msg_ID,Paquetes_Perdidos,Perdida_%,Hum_Local_%,Hum_Global_%,Urgencia_Riego,Estado_CNP,Valvula,Temp_C,Luz_%,Estres_Evap,Nivel_Tanque_%,Vecinos_Red,Alerta_Sensor,Alerta_Valvula,Latencia_Subasta_ms,Error_Cuadratico_Consenso,Violacion_Exclusion_Mutua,Tiempo_Recuperacion_s,Consumo_Estimado_mAh
2026-07-02 19:42:08,consenso,145078341,106518,0,0.0,74,92.8,17.18,0,0,18.7,0,7.78,41.33556,2,False,False,N/A,353.3964,NO,N/A,0.05706
2026-07-02 19:42:09,consenso,3361403025,106517,0,0.0,91,92.08,15.56,0,0,18.7,0,7.78,41.33556,2,False,False,N/A,1.1606,NO,N/A,0.055798
2026-07-02 19:42:10,consenso,3895648541,106518,0,0.0,81,91.87,17.18,0,0,18.7,0,7.78,41.33556,2,False,False,N/A,118.0678,NO,N/A,0.05911
2026-07-02 19:42:10,consenso,145078341,106519,0,0.0,70,90.39,15.56,0,0,18.7,0,7.78,41.33556,2,False,False,N/A,415.5572,NO,N/A,0.067232
2026-07-02 19:42:11,consenso,3361403025,106518,0,0.0,91,91.6,15.56,0,0,18.7,0,7.78,41.33556,2,False,False,N/A,0.3617,NO,N/A,0.053342
2026-07-02 19:42:12,consenso,3895648541,106519,0,0.0,82,91.93,16.75,0,0,18.9,0,7.78,41.33556,2,False,False,N/A,98.5972,NO,N/A,0.053042
2026-07-02 19:42:12,consenso,145078341,106520,0,0.0,73,92.58,16.75,0,0,18.9,0,7.78,41.33556,2,False,False,N/A,383.1951,NO,N/A,0.045385
2026-07-02 19:42:13,consenso,3361403025,106519,0,0.0,90,91.43,15.56,0,0,18.9,0,7.78,41.33556,2,False,False,N/A,2.0362,NO,N/A,0.058389
2026-07-02 19:42:14,consenso,3895648541,106520,0,0.0,83,92.47,16.33,0,0,18.9,0,7.78,41.33556,2,False,False,N/A,89.5936,NO,N/A,0.053512
2026-07-02 19:42:14,consenso,145078341,106521,0,0.0,73,92.26,16.75,0,0,18.9,0,7.78,41.33556,2,False,False,N/A,370.9773,NO,N/A,0.05487
2026-07-02 19:42:15,consenso,3361403025,106520,0,0.0,90,91.9,15.56,0,0,18.9,0,7.78,41.33556,2,False,False,N/A,3.5911,NO,N/A,0.05424
2026-07-02 19:42:16,consenso,3895648541,106521,0,0.0,82,91.77,16.75,0,0,18.9,0,7.78,41.33556,2,False,False,N/A,95.4849,NO,N/A,0.05643
2026-07-02 19:42:16,consenso,145078341,106522,0,0.0,72,91.55,16.33,0,0,18.9,0,7.78,41.33556,2,False,False,N/A,382.0872,NO,N/A,0.058964
2026-07-02 19:42:17,consenso,3361403025,106521,0,0.0,91,92.28,15.56,0,0,18.9,0,7.78,41.31667,2,False,False,N/A,1.6312,NO,N/A,0.054464
2026-07-02 19:42:18,consenso,3895648541,106522,0,0.0,81,91.34,17.18,0,0,18.9,0,7.78,41.31667,2,False,False,N/A,106.9545,NO,N/A,0.055601
2026-07-02 19:42:18,consenso,145078341,106523,0,0.0,71,91.18,15.94,0,0,18.9,0,7.78,41.31667,2,False,False,N/A,407.1634,NO,N/A,0.052121
2026-07-02 19:42:19,consenso,3361403025,106522,0,0.0,90,91.27,15.56,0,0,18.9,0,7.78,41.31667,2,False,False,N/A,1.6094,NO,N/A,0.055279
2026-07-02 19:42:20,consenso,3895648541,106523,0,0.0,81,91.28,17.18,0,0,18.9,0,7.78,41.31667,2,False,False,N/A,105.7333,NO,N/A,0.05516
2026-07-02 19:42:20,consenso,145078341,106524,0,0.0,72,91.73,16.33,0,0,18.9,0,7.78,41.31667,2,False,False,N/A,389.1533,NO,N/A,0.054207
2026-07-02 19:42:21,consenso,3361403025,106523,0,0.0,89,90.89,15.56,0,0,18.9,0,7.78,41.31667,2,False,False,N/A,3.5598,NO,N/A,0.055942
2026-07-02 19:42:22,consenso,145078341,106525,0,0.0,72,91.41,16.33,0,0,18.9,0,7.78,41.33556,2,False,False,N/A,376.5866,NO,N/A,0.053114
2026-07-02 19:42:22,consenso,3895648541,106524,0,0.0,81,91.29,17.18,0,0,18.9,0,7.78,41.33556,2,False,False,N/A,105.9819,NO,N/A,0.068533
